"district_number","district_name","year","federal_state","flag_new_name","flag_eligible_changed","flag_renumbered","district_type"
160,"Dresden II - Bautzen II",2013,14,FALSE,FALSE,TRUE,"renumbered"
161,"Mittelsachsen",2013,14,FALSE,FALSE,TRUE,"renumbered"
162,"Chemnitz",2013,14,FALSE,FALSE,TRUE,"renumbered"
163,"Chemnitzer Umland - Erzgebirgskreis II",2013,14,FALSE,FALSE,TRUE,"renumbered"
164,"Erzgebirgskreis I",2013,14,FALSE,FALSE,TRUE,"renumbered"
165,"Zwickau",2013,14,FALSE,FALSE,TRUE,"renumbered"
166,"Vogtlandkreis",2013,14,FALSE,FALSE,TRUE,"renumbered"
167,"Waldeck",2013,6,FALSE,FALSE,TRUE,"renumbered"
168,"Kassel",2013,6,FALSE,FALSE,TRUE,"renumbered"
169,"Werra-Meißner - Hersfeld-Rotenburg",2013,6,FALSE,FALSE,TRUE,"renumbered"
170,"Schwalm-Eder",2013,6,FALSE,FALSE,TRUE,"renumbered"
171,"Marburg",2013,6,FALSE,FALSE,TRUE,"renumbered"
172,"Lahn-Dill",2013,6,FALSE,FALSE,TRUE,"renumbered"
173,"Gießen",2013,6,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
174,"Fulda",2013,6,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
175,"Main-Kinzig - Wetterau II - Schotten",2013,6,TRUE,FALSE,FALSE,"new_name"
177,"Wetterau I",2013,6,TRUE,FALSE,FALSE,"new_name"
180,"Hanau",2013,6,FALSE,TRUE,FALSE,"eligible_changed"
191,"Kyffhäuserkreis - Sömmerda - Weimarer Land I",2013,16,FALSE,TRUE,FALSE,"eligible_changed"
193,"Erfurt - Weimar - Weimarer Land II",2013,16,FALSE,TRUE,FALSE,"eligible_changed"
201,"Mosel/Rhein-Hunsrück",2013,7,FALSE,TRUE,FALSE,"eligible_changed"
204,"Trier",2013,7,FALSE,TRUE,FALSE,"eligible_changed"
215,"Freising",2013,9,FALSE,TRUE,FALSE,"eligible_changed"
216,"Fürstenfeldbruck",2013,9,FALSE,TRUE,FALSE,"eligible_changed"
217,"Ingolstadt",2013,9,FALSE,TRUE,FALSE,"eligible_changed"
222,"München-Land",2013,9,FALSE,TRUE,FALSE,"eligible_changed"
224,"Starnberg",2013,9,FALSE,TRUE,FALSE,"eligible_changed"
289,"Reutlingen",2013,8,FALSE,TRUE,FALSE,"eligible_changed"
291,"Ulm",2013,8,FALSE,TRUE,FALSE,"eligible_changed"
1,"Flensburg – Schleswig",2017,1,TRUE,FALSE,FALSE,"new_name"
2,"Nordfriesland – Dithmarschen Nord",2017,1,TRUE,FALSE,FALSE,"new_name"
3,"Steinburg – Dithmarschen Süd",2017,1,TRUE,FALSE,FALSE,"new_name"
6,"Plön – Neumünster",2017,1,TRUE,FALSE,FALSE,"new_name"
8,"Segeberg – Stormarn-Mitte",2017,1,TRUE,FALSE,FALSE,"new_name"
9,"Ostholstein – Stormarn-Nord",2017,1,TRUE,FALSE,FALSE,"new_name"
10,"Herzogtum Lauenburg – Stormarn-Süd",2017,1,TRUE,FALSE,FALSE,"new_name"
12,"Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I",2017,13,TRUE,FALSE,FALSE,"new_name"
13,"Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I",2017,13,TRUE,FALSE,FALSE,"new_name"
14,"Rostock – Landkreis Rostock II",2017,13,TRUE,FALSE,FALSE,"new_name"
15,"Vorpommern-Rügen – Vorpommern-Greifswald I",2017,13,TRUE,FALSE,FALSE,"new_name"
16,"Mecklenburgische Seenplatte I – Vorpommern-Greifswald II",2017,13,TRUE,FALSE,FALSE,"new_name"
17,"Mecklenburgische Seenplatte II – Landkreis Rostock III",2017,13,TRUE,FALSE,FALSE,"new_name"
18,"Hamburg-Mitte",2017,2,FALSE,TRUE,FALSE,"eligible_changed"
22,"Hamburg-Wandsbek",2017,2,FALSE,TRUE,FALSE,"eligible_changed"
23,"Hamburg-Bergedorf – Harburg",2017,2,TRUE,FALSE,FALSE,"new_name"
24,"Aurich – Emden",2017,3,TRUE,FALSE,FALSE,"new_name"
26,"Friesland – Wilhelmshaven – Wittmund",2017,3,TRUE,FALSE,FALSE,"new_name"
27,"Oldenburg – Ammerland",2017,3,TRUE,FALSE,FALSE,"new_name"
28,"Delmenhorst – Wesermarsch – Oldenburg-Land",2017,3,TRUE,FALSE,FALSE,"new_name"
29,"Cuxhaven – Stade II",2017,3,TRUE,FALSE,FALSE,"new_name"
30,"Stade I – Rotenburg II",2017,3,TRUE,FALSE,FALSE,"new_name"
32,"Cloppenburg – Vechta",2017,3,TRUE,FALSE,FALSE,"new_name"
33,"Diepholz – Nienburg I",2017,3,TRUE,FALSE,FALSE,"new_name"
34,"Osterholz – Verden",2017,3,TRUE,FALSE,FALSE,"new_name"
35,"Rotenburg I – Heidekreis",2017,3,TRUE,FALSE,FALSE,"new_name"
37,"Lüchow-Dannenberg – Lüneburg",2017,3,TRUE,FALSE,FALSE,"new_name"
40,"Nienburg II – Schaumburg",2017,3,TRUE,FALSE,FALSE,"new_name"
44,"Celle – Uelzen",2017,3,TRUE,FALSE,FALSE,"new_name"
45,"Gifhorn – Peine",2017,3,TRUE,FALSE,FALSE,"new_name"
46,"Hameln-Pyrmont – Holzminden",2017,3,TRUE,FALSE,FALSE,"new_name"
49,"Salzgitter – Wolfenbüttel",2017,3,TRUE,FALSE,FALSE,"new_name"
51,"Helmstedt – Wolfsburg",2017,3,TRUE,FALSE,FALSE,"new_name"
52,"Goslar – Northeim – Osterode",2017,3,TRUE,FALSE,FALSE,"new_name"
55,"Bremen II – Bremerhaven",2017,4,TRUE,FALSE,FALSE,"new_name"
56,"Prignitz – Ostprignitz-Ruppin – Havelland I",2017,12,TRUE,FALSE,FALSE,"new_name"
57,"Uckermark – Barnim I",2017,12,TRUE,FALSE,FALSE,"new_name"
58,"Oberhavel – Havelland II",2017,12,TRUE,FALSE,FALSE,"new_name"
59,"Märkisch-Oderland – Barnim II",2017,12,TRUE,FALSE,FALSE,"new_name"
60,"Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I",2017,12,TRUE,FALSE,FALSE,"new_name"
61,"Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II",2017,12,TRUE,FALSE,FALSE,"new_name"
62,"Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I",2017,12,TRUE,FALSE,FALSE,"new_name"
63,"Frankfurt (Oder) – Oder-Spree",2017,12,TRUE,FALSE,FALSE,"new_name"
64,"Cottbus – Spree-Neiße",2017,12,TRUE,FALSE,FALSE,"new_name"
65,"Elbe-Elster – Oberspreewald-Lausitz II",2017,12,TRUE,FALSE,FALSE,"new_name"
67,"Börde – Jerichower Land",2017,15,TRUE,FALSE,FALSE,"new_name"
70,"Dessau – Wittenberg",2017,15,TRUE,FALSE,FALSE,"new_name"
73,"Burgenland – Saalekreis",2017,15,TRUE,FALSE,FALSE,"new_name"
78,"Berlin-Spandau – Charlottenburg Nord",2017,11,TRUE,FALSE,FALSE,"new_name"
79,"Berlin-Steglitz-Zehlendorf",2017,11,TRUE,FALSE,FALSE,"new_name"
80,"Berlin-Charlottenburg-Wilmersdorf",2017,11,TRUE,FALSE,FALSE,"new_name"
81,"Berlin-Tempelhof-Schöneberg",2017,11,TRUE,FALSE,FALSE,"new_name"
83,"Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost",2017,11,TRUE,FALSE,FALSE,"new_name"
84,"Berlin-Treptow-Köpenick",2017,11,TRUE,FALSE,FALSE,"new_name"
85,"Berlin-Marzahn-Hellersdorf",2017,11,TRUE,FALSE,FALSE,"new_name"
92,"Euskirchen – Rhein-Erft-Kreis II",2017,5,TRUE,FALSE,FALSE,"new_name"
101,"Leverkusen – Köln IV",2017,5,TRUE,FALSE,FALSE,"new_name"
103,"Solingen – Remscheid – Wuppertal II",2017,5,TRUE,FALSE,FALSE,"new_name"
110,"Krefeld I – Neuss II",2017,5,TRUE,FALSE,FALSE,"new_name"
114,"Krefeld II – Wesel II",2017,5,TRUE,FALSE,FALSE,"new_name"
117,"Oberhausen – Wesel III",2017,5,TRUE,FALSE,FALSE,"new_name"
118,"Mülheim – Essen I",2017,5,TRUE,FALSE,FALSE,"new_name"
124,"Steinfurt I – Borken I",2017,5,TRUE,FALSE,FALSE,"new_name"
125,"Bottrop – Recklinghausen III",2017,5,TRUE,FALSE,FALSE,"new_name"
127,"Coesfeld – Steinfurt II",2017,5,TRUE,FALSE,FALSE,"new_name"
132,"Bielefeld – Gütersloh II",2017,5,TRUE,FALSE,FALSE,"new_name"
133,"Herford – Minden-Lübbecke II",2017,5,TRUE,FALSE,FALSE,"new_name"
136,"Höxter – Lippe II",2017,5,TRUE,FALSE,FALSE,"new_name"
137,"Paderborn – Gütersloh III",2017,5,TRUE,FALSE,FALSE,"new_name"
138,"Hagen – Ennepe-Ruhr-Kreis I",2017,5,TRUE,FALSE,FALSE,"new_name"
141,"Herne – Bochum II",2017,5,TRUE,FALSE,FALSE,"new_name"
145,"Hamm – Unna II",2017,5,TRUE,FALSE,FALSE,"new_name"
149,"Olpe – Märkischer Kreis I",2017,5,TRUE,FALSE,FALSE,"new_name"
158,"Sächsische Schweiz-Osterzgebirge",2017,14,TRUE,FALSE,FALSE,"new_name"
160,"Dresden II – Bautzen II",2017,14,TRUE,FALSE,FALSE,"new_name"
163,"Chemnitzer Umland – Erzgebirgskreis II",2017,14,TRUE,FALSE,FALSE,"new_name"
169,"Werra-Meißner – Hersfeld-Rotenburg",2017,6,TRUE,FALSE,FALSE,"new_name"
175,"Main-Kinzig – Wetterau II – Schotten",2017,6,TRUE,FALSE,FALSE,"new_name"
178,"Rheingau-Taunus – Limburg",2017,6,TRUE,FALSE,FALSE,"new_name"
189,"Eichsfeld – Nordhausen – Kyffhäuserkreis",2017,16,TRUE,FALSE,FALSE,"new_name"
190,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis",2017,16,TRUE,FALSE,FALSE,"new_name"
191,"Jena – Sömmerda – Weimarer Land I",2017,16,TRUE,FALSE,FALSE,"new_name"
192,"Gotha – Ilm-Kreis",2017,16,TRUE,FALSE,FALSE,"new_name"
193,"Erfurt – Weimar – Weimarer Land II",2017,16,TRUE,FALSE,FALSE,"new_name"
194,"Gera – Greiz – Altenburger Land",2017,16,TRUE,FALSE,FALSE,"new_name"
195,"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis",2017,16,TRUE,FALSE,FALSE,"new_name"
196,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg",2017,16,TRUE,FALSE,FALSE,"new_name"
197,"Neuwied",2017,7,FALSE,FALSE,TRUE,"renumbered"
198,"Ahrweiler",2017,7,FALSE,FALSE,TRUE,"renumbered"
199,"Koblenz",2017,7,FALSE,FALSE,TRUE,"renumbered"
200,"Mosel/Rhein-Hunsrück",2017,7,FALSE,FALSE,TRUE,"renumbered"
201,"Kreuznach",2017,7,FALSE,FALSE,TRUE,"renumbered"
202,"Bitburg",2017,7,FALSE,FALSE,TRUE,"renumbered"
203,"Trier",2017,7,FALSE,FALSE,TRUE,"renumbered"
204,"Montabaur",2017,7,FALSE,FALSE,TRUE,"renumbered"
205,"Mainz",2017,7,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
206,"Worms",2017,7,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
207,"Ludwigshafen/Frankenthal",2017,7,FALSE,FALSE,TRUE,"renumbered"
208,"Neustadt – Speyer",2017,7,TRUE,FALSE,FALSE,"new_name"
209,"Kaiserslautern",2017,7,FALSE,FALSE,TRUE,"renumbered"
210,"Pirmasens",2017,7,FALSE,FALSE,TRUE,"renumbered"
211,"Südpfalz",2017,7,FALSE,FALSE,TRUE,"renumbered"
212,"Altötting",2017,9,FALSE,FALSE,TRUE,"renumbered"
213,"Erding – Ebersberg",2017,9,TRUE,FALSE,FALSE,"new_name"
214,"Freising",2017,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
215,"Fürstenfeldbruck",2017,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
216,"Ingolstadt",2017,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
217,"München-Nord",2017,9,FALSE,FALSE,TRUE,"renumbered"
218,"München-Ost",2017,9,FALSE,FALSE,TRUE,"renumbered"
219,"München-Süd",2017,9,FALSE,FALSE,TRUE,"renumbered"
220,"München-West/Mitte",2017,9,FALSE,FALSE,TRUE,"renumbered"
221,"München-Land",2017,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
222,"Rosenheim",2017,9,FALSE,FALSE,TRUE,"renumbered"
223,"Bad Tölz-Wolfratshausen – Miesbach",2017,9,TRUE,FALSE,FALSE,"new_name"
224,"Starnberg – Landsberg am Lech",2017,9,TRUE,FALSE,FALSE,"new_name"
226,"Weilheim",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
227,"Deggendorf",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
228,"Landshut",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
229,"Passau",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
230,"Rottal-Inn",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
238,"Coburg",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
239,"Hof",2017,9,FALSE,TRUE,FALSE,"eligible_changed"
260,"Böblingen",2017,8,FALSE,TRUE,FALSE,"eligible_changed"
265,"Ludwigsburg",2017,8,FALSE,TRUE,FALSE,"eligible_changed"
268,"Schwäbisch Hall – Hohenlohe",2017,8,TRUE,FALSE,FALSE,"new_name"
269,"Backnang – Schwäbisch Gmünd",2017,8,TRUE,FALSE,FALSE,"new_name"
270,"Aalen – Heidenheim",2017,8,TRUE,FALSE,FALSE,"new_name"
276,"Odenwald – Tauber",2017,8,TRUE,FALSE,FALSE,"new_name"
278,"Bruchsal – Schwetzingen",2017,8,TRUE,FALSE,FALSE,"new_name"
282,"Lörrach – Müllheim",2017,8,TRUE,FALSE,FALSE,"new_name"
283,"Emmendingen – Lahr",2017,8,TRUE,FALSE,FALSE,"new_name"
285,"Rottweil – Tuttlingen",2017,8,TRUE,FALSE,FALSE,"new_name"
295,"Zollernalb – Sigmaringen",2017,8,TRUE,FALSE,FALSE,"new_name"
60,"Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I",2021,12,FALSE,TRUE,FALSE,"eligible_changed"
61,"Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II",2021,12,FALSE,TRUE,FALSE,"eligible_changed"
135,"Lippe I",2021,5,FALSE,TRUE,FALSE,"eligible_changed"
136,"Höxter – Gütersloh III – Lippe II",2021,5,TRUE,FALSE,FALSE,"new_name"
137,"Paderborn",2021,5,TRUE,FALSE,FALSE,"new_name"
190,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis",2021,16,FALSE,TRUE,FALSE,"eligible_changed"
192,"Gotha – Ilm-Kreis",2021,16,FALSE,TRUE,FALSE,"eligible_changed"
195,"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis",2021,16,FALSE,TRUE,FALSE,"eligible_changed"
196,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg",2021,16,FALSE,TRUE,FALSE,"eligible_changed"
228,"Landshut",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
230,"Rottal-Inn",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
233,"Regensburg",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
234,"Schwandorf",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
242,"Erlangen",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
243,"Fürth",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
253,"Augsburg-Land",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
254,"Donau-Ries",2021,9,FALSE,TRUE,FALSE,"eligible_changed"
52,"Goslar – Northeim – Göttingen II",2025,3,TRUE,FALSE,FALSE,"new_name"
53,"Göttingen I",2025,3,TRUE,FALSE,FALSE,"new_name"
62,"Dahme-Spreewald – Teltow-Fläming III",2025,12,TRUE,FALSE,FALSE,"new_name"
65,"Elbe-Elster – Oberspreewald-Lausitz",2025,12,TRUE,FALSE,FALSE,"new_name"
66,"Altmark – Jerichower Land",2025,15,TRUE,FALSE,FALSE,"new_name"
67,"Börde – Salzlandkreis",2025,15,TRUE,FALSE,FALSE,"new_name"
70,"Anhalt – Dessau – Wittenberg",2025,15,TRUE,FALSE,FALSE,"new_name"
71,"Halle",2025,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
72,"Burgenland – Saalekreis",2025,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
73,"Mansfeld",2025,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
74,"Berlin-Mitte",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
75,"Berlin-Pankow",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
76,"Berlin-Reinickendorf",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
77,"Berlin-Spandau – Charlottenburg Nord",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
78,"Berlin-Steglitz-Zehlendorf",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
79,"Berlin-Charlottenburg-Wilmersdorf",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
80,"Berlin-Tempelhof-Schöneberg",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
81,"Berlin-Neukölln",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
82,"Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
83,"Berlin-Treptow-Köpenick",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
84,"Berlin-Marzahn-Hellersdorf",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
85,"Berlin-Lichtenberg",2025,11,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
86,"Aachen I",2025,5,FALSE,FALSE,TRUE,"renumbered"
87,"Aachen II",2025,5,FALSE,FALSE,TRUE,"renumbered"
88,"Heinsberg",2025,5,FALSE,FALSE,TRUE,"renumbered"
89,"Düren",2025,5,FALSE,FALSE,TRUE,"renumbered"
90,"Rhein-Erft-Kreis I",2025,5,FALSE,FALSE,TRUE,"renumbered"
91,"Euskirchen – Rhein-Erft-Kreis II",2025,5,FALSE,FALSE,TRUE,"renumbered"
92,"Köln I",2025,5,FALSE,FALSE,TRUE,"renumbered"
93,"Köln II",2025,5,FALSE,FALSE,TRUE,"renumbered"
94,"Köln III",2025,5,FALSE,FALSE,TRUE,"renumbered"
95,"Bonn",2025,5,FALSE,FALSE,TRUE,"renumbered"
96,"Rhein-Sieg-Kreis I",2025,5,FALSE,FALSE,TRUE,"renumbered"
97,"Rhein-Sieg-Kreis II",2025,5,FALSE,FALSE,TRUE,"renumbered"
98,"Oberbergischer Kreis",2025,5,FALSE,FALSE,TRUE,"renumbered"
99,"Rheinisch-Bergischer Kreis",2025,5,FALSE,FALSE,TRUE,"renumbered"
100,"Leverkusen – Köln IV",2025,5,FALSE,FALSE,TRUE,"renumbered"
101,"Wuppertal I",2025,5,FALSE,FALSE,TRUE,"renumbered"
102,"Solingen – Remscheid – Wuppertal II",2025,5,FALSE,FALSE,TRUE,"renumbered"
103,"Mettmann I",2025,5,FALSE,FALSE,TRUE,"renumbered"
104,"Mettmann II",2025,5,FALSE,FALSE,TRUE,"renumbered"
105,"Düsseldorf I",2025,5,FALSE,FALSE,TRUE,"renumbered"
106,"Düsseldorf II",2025,5,FALSE,FALSE,TRUE,"renumbered"
107,"Neuss I",2025,5,FALSE,FALSE,TRUE,"renumbered"
108,"Mönchengladbach",2025,5,FALSE,FALSE,TRUE,"renumbered"
109,"Krefeld I – Neuss II",2025,5,FALSE,FALSE,TRUE,"renumbered"
110,"Viersen",2025,5,FALSE,FALSE,TRUE,"renumbered"
111,"Kleve",2025,5,FALSE,FALSE,TRUE,"renumbered"
112,"Wesel I",2025,5,FALSE,FALSE,TRUE,"renumbered"
113,"Krefeld II – Wesel II",2025,5,FALSE,FALSE,TRUE,"renumbered"
114,"Duisburg I",2025,5,FALSE,FALSE,TRUE,"renumbered"
115,"Duisburg II",2025,5,FALSE,FALSE,TRUE,"renumbered"
116,"Oberhausen – Wesel III",2025,5,FALSE,FALSE,TRUE,"renumbered"
117,"Mülheim – Essen I",2025,5,FALSE,FALSE,TRUE,"renumbered"
118,"Essen II",2025,5,FALSE,FALSE,TRUE,"renumbered"
119,"Essen III",2025,5,FALSE,FALSE,TRUE,"renumbered"
120,"Recklinghausen I",2025,5,FALSE,FALSE,TRUE,"renumbered"
121,"Recklinghausen II",2025,5,FALSE,FALSE,TRUE,"renumbered"
122,"Gelsenkirchen",2025,5,FALSE,FALSE,TRUE,"renumbered"
123,"Steinfurt I – Borken I",2025,5,FALSE,FALSE,TRUE,"renumbered"
124,"Bottrop – Recklinghausen III",2025,5,FALSE,FALSE,TRUE,"renumbered"
125,"Borken II",2025,5,FALSE,FALSE,TRUE,"renumbered"
126,"Coesfeld – Steinfurt II",2025,5,FALSE,FALSE,TRUE,"renumbered"
127,"Steinfurt III",2025,5,FALSE,FALSE,TRUE,"renumbered"
128,"Münster",2025,5,FALSE,FALSE,TRUE,"renumbered"
129,"Warendorf",2025,5,FALSE,FALSE,TRUE,"renumbered"
130,"Gütersloh I",2025,5,FALSE,FALSE,TRUE,"renumbered"
131,"Bielefeld – Gütersloh II",2025,5,FALSE,FALSE,TRUE,"renumbered"
132,"Herford – Minden-Lübbecke II",2025,5,FALSE,FALSE,TRUE,"renumbered"
133,"Minden-Lübbecke I",2025,5,FALSE,FALSE,TRUE,"renumbered"
134,"Lippe I",2025,5,FALSE,FALSE,TRUE,"renumbered"
135,"Höxter – Gütersloh III – Lippe II",2025,5,FALSE,FALSE,TRUE,"renumbered"
136,"Paderborn",2025,5,FALSE,FALSE,TRUE,"renumbered"
137,"Hagen – Ennepe-Ruhr-Kreis I",2025,5,FALSE,FALSE,TRUE,"renumbered"
138,"Ennepe-Ruhr-Kreis II",2025,5,FALSE,FALSE,TRUE,"renumbered"
139,"Bochum I",2025,5,FALSE,FALSE,TRUE,"renumbered"
140,"Herne – Bochum II",2025,5,FALSE,FALSE,TRUE,"renumbered"
141,"Dortmund I",2025,5,FALSE,FALSE,TRUE,"renumbered"
142,"Dortmund II",2025,5,FALSE,FALSE,TRUE,"renumbered"
143,"Unna I",2025,5,FALSE,FALSE,TRUE,"renumbered"
144,"Hamm – Unna II",2025,5,FALSE,FALSE,TRUE,"renumbered"
145,"Soest",2025,5,FALSE,FALSE,TRUE,"renumbered"
146,"Hochsauerlandkreis",2025,5,FALSE,FALSE,TRUE,"renumbered"
147,"Siegen-Wittgenstein",2025,5,FALSE,FALSE,TRUE,"renumbered"
148,"Olpe – Märkischer Kreis I",2025,5,FALSE,FALSE,TRUE,"renumbered"
149,"Märkischer Kreis II",2025,5,FALSE,FALSE,TRUE,"renumbered"
150,"Nordsachsen",2025,14,FALSE,FALSE,TRUE,"renumbered"
151,"Leipzig I",2025,14,FALSE,FALSE,TRUE,"renumbered"
152,"Leipzig II",2025,14,FALSE,FALSE,TRUE,"renumbered"
153,"Leipzig-Land",2025,14,FALSE,FALSE,TRUE,"renumbered"
154,"Meißen",2025,14,FALSE,FALSE,TRUE,"renumbered"
155,"Bautzen I",2025,14,FALSE,FALSE,TRUE,"renumbered"
156,"Görlitz",2025,14,FALSE,FALSE,TRUE,"renumbered"
157,"Sächsische Schweiz-Osterzgebirge",2025,14,FALSE,FALSE,TRUE,"renumbered"
158,"Dresden I",2025,14,FALSE,FALSE,TRUE,"renumbered"
159,"Dresden II – Bautzen II",2025,14,FALSE,FALSE,TRUE,"renumbered"
160,"Mittelsachsen",2025,14,FALSE,FALSE,TRUE,"renumbered"
161,"Chemnitz",2025,14,FALSE,FALSE,TRUE,"renumbered"
162,"Chemnitzer Umland – Erzgebirgskreis II",2025,14,FALSE,FALSE,TRUE,"renumbered"
163,"Erzgebirgskreis I",2025,14,FALSE,FALSE,TRUE,"renumbered"
164,"Zwickau",2025,14,FALSE,FALSE,TRUE,"renumbered"
165,"Vogtlandkreis",2025,14,FALSE,FALSE,TRUE,"renumbered"
166,"Waldeck",2025,6,FALSE,FALSE,TRUE,"renumbered"
167,"Kassel",2025,6,FALSE,FALSE,TRUE,"renumbered"
168,"Werra-Meißner – Hersfeld-Rotenburg",2025,6,FALSE,FALSE,TRUE,"renumbered"
169,"Schwalm-Eder",2025,6,FALSE,FALSE,TRUE,"renumbered"
170,"Marburg",2025,6,FALSE,FALSE,TRUE,"renumbered"
171,"Lahn-Dill",2025,6,FALSE,FALSE,TRUE,"renumbered"
172,"Gießen",2025,6,FALSE,FALSE,TRUE,"renumbered"
173,"Fulda",2025,6,FALSE,FALSE,TRUE,"renumbered"
174,"Main-Kinzig – Wetterau II – Schotten",2025,6,FALSE,FALSE,TRUE,"renumbered"
175,"Hochtaunus",2025,6,FALSE,FALSE,TRUE,"renumbered"
176,"Wetterau I",2025,6,FALSE,FALSE,TRUE,"renumbered"
177,"Rheingau-Taunus – Limburg",2025,6,FALSE,FALSE,TRUE,"renumbered"
178,"Wiesbaden",2025,6,FALSE,FALSE,TRUE,"renumbered"
179,"Hanau",2025,6,FALSE,FALSE,TRUE,"renumbered"
180,"Main-Taunus",2025,6,FALSE,FALSE,TRUE,"renumbered"
181,"Frankfurt am Main I",2025,6,FALSE,FALSE,TRUE,"renumbered"
182,"Frankfurt am Main II",2025,6,FALSE,FALSE,TRUE,"renumbered"
183,"Groß-Gerau",2025,6,FALSE,FALSE,TRUE,"renumbered"
184,"Offenbach",2025,6,FALSE,FALSE,TRUE,"renumbered"
185,"Darmstadt",2025,6,FALSE,FALSE,TRUE,"renumbered"
186,"Odenwald",2025,6,FALSE,FALSE,TRUE,"renumbered"
187,"Bergstraße",2025,6,FALSE,FALSE,TRUE,"renumbered"
188,"Eichsfeld – Nordhausen – Kyffhäuserkreis",2025,16,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
189,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis",2025,16,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
190,"Jena – Sömmerda – Weimarer Land I",2025,16,FALSE,FALSE,TRUE,"renumbered"
191,"Gotha – Ilm-Kreis",2025,16,FALSE,FALSE,TRUE,"renumbered"
192,"Erfurt – Weimar – Weimarer Land II",2025,16,FALSE,FALSE,TRUE,"renumbered"
193,"Gera – Greiz – Altenburger Land",2025,16,FALSE,FALSE,TRUE,"renumbered"
194,"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis",2025,16,FALSE,FALSE,TRUE,"renumbered"
195,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg",2025,16,FALSE,FALSE,TRUE,"renumbered"
196,"Neuwied",2025,7,FALSE,FALSE,TRUE,"renumbered"
197,"Ahrweiler",2025,7,FALSE,FALSE,TRUE,"renumbered"
198,"Koblenz",2025,7,FALSE,FALSE,TRUE,"renumbered"
199,"Mosel/Rhein-Hunsrück",2025,7,FALSE,FALSE,TRUE,"renumbered"
200,"Kreuznach",2025,7,FALSE,FALSE,TRUE,"renumbered"
201,"Bitburg",2025,7,FALSE,FALSE,TRUE,"renumbered"
202,"Trier",2025,7,FALSE,FALSE,TRUE,"renumbered"
203,"Montabaur",2025,7,FALSE,FALSE,TRUE,"renumbered"
